College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638927302,1-44638927302,U-0682,SHREENIVASA ENGINEERING COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"B.PALLIPATTI, BOMMIDI, PAPPIREDDIPATTI TALUK, DHARMAPURI DISTRICT TAMILNADU.",600734,11.137823,78.657618,Private-Self Financing,"Anna University, Chennai",Approved,Approved,A+,Yes,,Tier 2,http://www.shreenivasa.ac.in,info@shreenivasa.ac.in,admissions@shreenivasa.ac.in,placement@shreenivasa.ac.in,+91-80-288-5892,Agricultural Engineering,B.Tech,30,456,1986,Rural,Yes,Yes
1-44638927302,1-44638927302,U-0682,SHREENIVASA ENGINEERING COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"B.PALLIPATTI, BOMMIDI, PAPPIREDDIPATTI TALUK, DHARMAPURI DISTRICT TAMILNADU.",600734,11.137823,78.657618,Private-Self Financing,"Anna University, Chennai",Approved,Approved,A+,Yes,,Tier 2,http://www.shreenivasa.ac.in,info@shreenivasa.ac.in,admissions@shreenivasa.ac.in,placement@shreenivasa.ac.in,+91-80-288-5892,Other Engineering Branches,B.Tech,60,456,1986,Rural,Yes,Yes
1-44638927302,1-44638927302,U-0682,SHREENIVASA ENGINEERING COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"B.PALLIPATTI, BOMMIDI, PAPPIREDDIPATTI TALUK, DHARMAPURI DISTRICT TAMILNADU.",600734,11.137823,78.657618,Private-Self Financing,"Anna University, Chennai",Approved,Approved,A+,Yes,,Tier 2,http://www.shreenivasa.ac.in,info@shreenivasa.ac.in,admissions@shreenivasa.ac.in,placement@shreenivasa.ac.in,+91-80-288-5892,Information Technology (IT),B.Tech,60,456,1986,Rural,Yes,Yes
1-44638927302,1-44638927302,U-0682,SHREENIVASA ENGINEERING COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"B.PALLIPATTI, BOMMIDI, PAPPIREDDIPATTI TALUK, DHARMAPURI DISTRICT TAMILNADU.",600734,11.137823,78.657618,Private-Self Financing,"Anna University, Chennai",Approved,Approved,A+,Yes,,Tier 2,http://www.shreenivasa.ac.in,info@shreenivasa.ac.in,admissions@shreenivasa.ac.in,placement@shreenivasa.ac.in,+91-80-288-5892,Data Science,B.Tech,60,456,1986,Rural,Yes,Yes
1-44638927302,1-44638927302,U-0682,SHREENIVASA ENGINEERING COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"B.PALLIPATTI, BOMMIDI, PAPPIREDDIPATTI TALUK, DHARMAPURI DISTRICT TAMILNADU.",600734,11.137823,78.657618,Private-Self Financing,"Anna University, Chennai",Approved,Approved,A+,Yes,,Tier 2,http://www.shreenivasa.ac.in,info@shreenivasa.ac.in,admissions@shreenivasa.ac.in,placement@shreenivasa.ac.in,+91-80-288-5892,Electronics & Communication Engineering (ECE),B.Tech,60,456,1986,Rural,Yes,Yes
1-44639381466,1-44639381466,U-0650,PEE GEE POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,NO. 7  KRISHNAGIRI MAIN ROAD PERIYANHALLI  DHARMAPURI,600734,11.117723,78.639017,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.peegee.ac.in,info@peegee.ac.in,admissions@peegee.ac.in,placement@peegee.ac.in,+91-80-445-5437,Mechanical Engineering,Diploma,60,210,1992,Urban,No,Yes
1-44639381466,1-44639381466,U-0650,PEE GEE POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,NO. 7  KRISHNAGIRI MAIN ROAD PERIYANHALLI  DHARMAPURI,600734,11.117723,78.639017,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.peegee.ac.in,info@peegee.ac.in,admissions@peegee.ac.in,placement@peegee.ac.in,+91-80-445-5437,Electrical & Electronics Engineering (EEE),Diploma,60,210,1992,Urban,No,Yes
1-44639381466,1-44639381466,U-0650,PEE GEE POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,NO. 7  KRISHNAGIRI MAIN ROAD PERIYANHALLI  DHARMAPURI,600734,11.117723,78.639017,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.peegee.ac.in,info@peegee.ac.in,admissions@peegee.ac.in,placement@peegee.ac.in,+91-80-445-5437,Electronics & Communication Engineering (ECE),Diploma,60,210,1992,Urban,No,Yes
1-44639381466,1-44639381466,U-0650,PEE GEE POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,NO. 7  KRISHNAGIRI MAIN ROAD PERIYANHALLI  DHARMAPURI,600734,11.117723,78.639017,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.peegee.ac.in,info@peegee.ac.in,admissions@peegee.ac.in,placement@peegee.ac.in,+91-80-445-5437,Computer Science Engineering (CSE),Diploma,30,210,1992,Urban,No,Yes
1-44639993971,1-44639993971,U-0650,SHRI KRISHNA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"R.GOBINATHAMPATTY POST,  HARUR TALUK, DHARMAPURI DISTRICT",600734,11.139516,78.653431,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.shrikrishna.ac.in,info@shrikrishna.ac.in,admissions@shrikrishna.ac.in,placement@shrikrishna.ac.in,+91-80-359-6265,Electrical & Electronics Engineering (EEE),Diploma,60,240,1988,Rural,Yes,Yes
1-44639993971,1-44639993971,U-0650,SHRI KRISHNA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"R.GOBINATHAMPATTY POST,  HARUR TALUK, DHARMAPURI DISTRICT",600734,11.139516,78.653431,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.shrikrishna.ac.in,info@shrikrishna.ac.in,admissions@shrikrishna.ac.in,placement@shrikrishna.ac.in,+91-80-359-6265,Electronics & Communication Engineering (ECE),Diploma,60,240,1988,Rural,Yes,Yes
1-44639993971,1-44639993971,U-0650,SHRI KRISHNA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"R.GOBINATHAMPATTY POST,  HARUR TALUK, DHARMAPURI DISTRICT",600734,11.139516,78.653431,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.shrikrishna.ac.in,info@shrikrishna.ac.in,admissions@shrikrishna.ac.in,placement@shrikrishna.ac.in,+91-80-359-6265,Mechanical Engineering,Diploma,60,240,1988,Rural,Yes,Yes
1-44639993971,1-44639993971,U-0650,SHRI KRISHNA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"R.GOBINATHAMPATTY POST,  HARUR TALUK, DHARMAPURI DISTRICT",600734,11.139516,78.653431,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.shrikrishna.ac.in,info@shrikrishna.ac.in,admissions@shrikrishna.ac.in,placement@shrikrishna.ac.in,+91-80-359-6265,Computer Science Engineering (CSE),Diploma,60,240,1988,Rural,Yes,Yes
1-44639736269,1-44639736269,U-0650,SRI VENKATESHWARAA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,PAPINAYAKANAHALI VILLAGE SOGATHUR POST DHARMAPURI,600734,11.116269,78.670699,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.srivenkateshwaraa.ac.in,info@srivenkateshwaraa.ac.in,admissions@srivenkateshwaraa.ac.in,placement@srivenkateshwaraa.ac.in,+91-80-384-5848,Civil Engineering,Diploma,60,360,2015,Urban,No,Yes
1-44639736269,1-44639736269,U-0650,SRI VENKATESHWARAA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,PAPINAYAKANAHALI VILLAGE SOGATHUR POST DHARMAPURI,600734,11.116269,78.670699,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.srivenkateshwaraa.ac.in,info@srivenkateshwaraa.ac.in,admissions@srivenkateshwaraa.ac.in,placement@srivenkateshwaraa.ac.in,+91-80-384-5848,Mechanical Engineering,Diploma,150,360,2015,Urban,No,Yes
1-44639736269,1-44639736269,U-0650,SRI VENKATESHWARAA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,PAPINAYAKANAHALI VILLAGE SOGATHUR POST DHARMAPURI,600734,11.116269,78.670699,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.srivenkateshwaraa.ac.in,info@srivenkateshwaraa.ac.in,admissions@srivenkateshwaraa.ac.in,placement@srivenkateshwaraa.ac.in,+91-80-384-5848,Electrical & Electronics Engineering (EEE),Diploma,60,360,2015,Urban,No,Yes
1-44639736269,1-44639736269,U-0650,SRI VENKATESHWARAA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,PAPINAYAKANAHALI VILLAGE SOGATHUR POST DHARMAPURI,600734,11.116269,78.670699,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.srivenkateshwaraa.ac.in,info@srivenkateshwaraa.ac.in,admissions@srivenkateshwaraa.ac.in,placement@srivenkateshwaraa.ac.in,+91-80-384-5848,Electronics & Communication Engineering (ECE),Diploma,30,360,2015,Urban,No,Yes
1-44639736269,1-44639736269,U-0650,SRI VENKATESHWARAA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,PAPINAYAKANAHALI VILLAGE SOGATHUR POST DHARMAPURI,600734,11.116269,78.670699,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.srivenkateshwaraa.ac.in,info@srivenkateshwaraa.ac.in,admissions@srivenkateshwaraa.ac.in,placement@srivenkateshwaraa.ac.in,+91-80-384-5848,Computer Science Engineering (CSE),Diploma,30,360,2015,Urban,No,Yes
1-44639736269,1-44639736269,U-0650,SRI VENKATESHWARAA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,PAPINAYAKANAHALI VILLAGE SOGATHUR POST DHARMAPURI,600734,11.116269,78.670699,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.srivenkateshwaraa.ac.in,info@srivenkateshwaraa.ac.in,admissions@srivenkateshwaraa.ac.in,placement@srivenkateshwaraa.ac.in,+91-80-384-5848,Other Engineering Branches,Diploma,30,360,2015,Urban,No,Yes
1-44639543665,1-44639543665,U-0682,GOVERNMENT COLLEGE OF ENGINEERING,Active,Tamil Nadu,Dharmapuri,Dharmapuri,CHETTIKARAI P.O DHARMAPURI-636704,636704,11.107857,78.644186,Government,"Anna University, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.inst1240.ac.in,info@inst1240.ac.in,admissions@inst1240.ac.in,placement@inst1240.ac.in,+91-80-031-7486,Civil Engineering,B.Tech,60,360,2014,Rural,Yes,Yes
1-44639543665,1-44639543665,U-0682,GOVERNMENT COLLEGE OF ENGINEERING,Active,Tamil Nadu,Dharmapuri,Dharmapuri,CHETTIKARAI P.O DHARMAPURI-636704,636704,11.107857,78.644186,Government,"Anna University, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.inst1240.ac.in,info@inst1240.ac.in,admissions@inst1240.ac.in,placement@inst1240.ac.in,+91-80-031-7486,Mechanical Engineering,B.Tech,60,360,2014,Rural,Yes,Yes
1-44639543665,1-44639543665,U-0682,GOVERNMENT COLLEGE OF ENGINEERING,Active,Tamil Nadu,Dharmapuri,Dharmapuri,CHETTIKARAI P.O DHARMAPURI-636704,636704,11.107857,78.644186,Government,"Anna University, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.inst1240.ac.in,info@inst1240.ac.in,admissions@inst1240.ac.in,placement@inst1240.ac.in,+91-80-031-7486,Electrical & Electronics Engineering (EEE),B.Tech,60,360,2014,Rural,Yes,Yes
1-44639543665,1-44639543665,U-0682,GOVERNMENT COLLEGE OF ENGINEERING,Active,Tamil Nadu,Dharmapuri,Dharmapuri,CHETTIKARAI P.O DHARMAPURI-636704,636704,11.107857,78.644186,Government,"Anna University, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.inst1240.ac.in,info@inst1240.ac.in,admissions@inst1240.ac.in,placement@inst1240.ac.in,+91-80-031-7486,Electronics & Communication Engineering (ECE),B.Tech,60,360,2014,Rural,Yes,Yes
1-44639543665,1-44639543665,U-0682,GOVERNMENT COLLEGE OF ENGINEERING,Active,Tamil Nadu,Dharmapuri,Dharmapuri,CHETTIKARAI P.O DHARMAPURI-636704,636704,11.107857,78.644186,Government,"Anna University, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.inst1240.ac.in,info@inst1240.ac.in,admissions@inst1240.ac.in,placement@inst1240.ac.in,+91-80-031-7486,Computer Science Engineering (CSE),B.Tech,60,360,2014,Rural,Yes,Yes
1-44639543665,1-44639543665,U-0682,GOVERNMENT COLLEGE OF ENGINEERING,Active,Tamil Nadu,Dharmapuri,Dharmapuri,CHETTIKARAI P.O DHARMAPURI-636704,636704,11.107857,78.644186,Government,"Anna University, Chennai",Approved,Approved,B++,Yes,,Tier 3,http://www.inst1240.ac.in,info@inst1240.ac.in,admissions@inst1240.ac.in,placement@inst1240.ac.in,+91-80-031-7486,Information Technology (IT),B.Tech,60,360,2014,Rural,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Computer Science Engineering (CSE),B.Tech,120,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Electrical & Electronics Engineering (EEE),B.Tech,60,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Electronics & Communication Engineering (ECE),B.Tech,60,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Mechanical Engineering,B.Tech,60,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Civil Engineering,B.Tech,30,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Other Engineering Branches,M.Tech,54,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Computer Science Engineering (CSE),M.Tech,24,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Data Science,B.Tech,60,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Agricultural Engineering,B.Tech,60,588,2019,Urban,Yes,Yes
1-44640149650,1-44640149650,U-0682,JAYALAKSHMI  INSTITUTE  OF  TECHNOLOGY,Active,Tamil Nadu,Dharmapuri,Dharmapuri,THOPPUR DHARMAPURI (DT),600734,11.122603,78.649868,Private-Self Financing,"Anna University, Chennai",Approved,Approved,B++,No,,Tier 3,http://www.jayalakshmi.ac.in,info@jayalakshmi.ac.in,admissions@jayalakshmi.ac.in,placement@jayalakshmi.ac.in,+91-80-650-2226,Information Technology (IT),B.Tech,60,588,2019,Urban,Yes,Yes
1-44639595904,1-44639595904,U-0650,PARAMVEER POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"DHARMAPURI MAIN ROAD, PAPPARAPATTI, DHARMAPURI. 636809",636809,11.125053,78.646049,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B,No,,Tier 3,http://www.paramveer.ac.in,info@paramveer.ac.in,admissions@paramveer.ac.in,placement@paramveer.ac.in,+91-80-753-0042,Mechanical Engineering,Diploma,120,240,2012,Urban,Yes,Yes
1-44639595904,1-44639595904,U-0650,PARAMVEER POLYTECHNIC COLLEGE,Active,Tamil Nadu,Dharmapuri,Dharmapuri,"DHARMAPURI MAIN ROAD, PAPPARAPATTI, DHARMAPURI. 636809",636809,11.125053,78.646049,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B,No,,Tier 3,http://www.paramveer.ac.in,info@paramveer.ac.in,admissions@paramveer.ac.in,placement@paramveer.ac.in,+91-80-753-0042,Electrical & Electronics Engineering (EEE),Diploma,60,240,2012,Urban,Yes,Yes
