College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44639863602,1-44639863602,U-0724,APEEJAY INSTITUTE OF MANAGEMENT AND ENGINEERING TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,APEEJAY INSTITUTE OF MANAGEMENT RAMA MANDI-HOSHIARPUR ROAD JALANDHAR-144007,144007,31.309788,75.558355,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.apeejaymanagementtechnical.ac.in,info@apeejaymanagementtechnical.ac.in,admissions@apeejaymanagementtechnical.ac.in,placement@apeejaymanagementtechnical.ac.in,+91-80-158-8749,Cyber Security,B.Tech,30,120,1980,Rural,Yes,Yes
1-44639683510,1-44639683510,U-0150,ST. SOLDIER INSTITUTE OF PHARMACY & POLYTECHNIC,Active,Punjab,Jalandhar,Jalandhar,VPO LIDHRAN BEHIND NIT/JALANDHAR-AMRITSAR BYE PASS,140183,31.32674,75.559937,Private-Self Financing,Punjab State Board of Technical Education,Approved,Approved,Not Accredited,No,,Tier 3,http://www.stsoldierpharmacy.ac.in,info@stsoldierpharmacy.ac.in,admissions@stsoldierpharmacy.ac.in,placement@stsoldierpharmacy.ac.in,+91-80-869-8903,Civil Engineering,Diploma,60,360,1996,Urban,No,Yes
1-44639683510,1-44639683510,U-0150,ST. SOLDIER INSTITUTE OF PHARMACY & POLYTECHNIC,Active,Punjab,Jalandhar,Jalandhar,VPO LIDHRAN BEHIND NIT/JALANDHAR-AMRITSAR BYE PASS,140183,31.32674,75.559937,Private-Self Financing,Punjab State Board of Technical Education,Approved,Approved,Not Accredited,No,,Tier 3,http://www.stsoldierpharmacy.ac.in,info@stsoldierpharmacy.ac.in,admissions@stsoldierpharmacy.ac.in,placement@stsoldierpharmacy.ac.in,+91-80-869-8903,Computer Science Engineering (CSE),Diploma,60,360,1996,Urban,No,Yes
1-44639683510,1-44639683510,U-0150,ST. SOLDIER INSTITUTE OF PHARMACY & POLYTECHNIC,Active,Punjab,Jalandhar,Jalandhar,VPO LIDHRAN BEHIND NIT/JALANDHAR-AMRITSAR BYE PASS,140183,31.32674,75.559937,Private-Self Financing,Punjab State Board of Technical Education,Approved,Approved,Not Accredited,No,,Tier 3,http://www.stsoldierpharmacy.ac.in,info@stsoldierpharmacy.ac.in,admissions@stsoldierpharmacy.ac.in,placement@stsoldierpharmacy.ac.in,+91-80-869-8903,Electronics & Communication Engineering (ECE),Diploma,30,360,1996,Urban,No,Yes
1-44639683510,1-44639683510,U-0150,ST. SOLDIER INSTITUTE OF PHARMACY & POLYTECHNIC,Active,Punjab,Jalandhar,Jalandhar,VPO LIDHRAN BEHIND NIT/JALANDHAR-AMRITSAR BYE PASS,140183,31.32674,75.559937,Private-Self Financing,Punjab State Board of Technical Education,Approved,Approved,Not Accredited,No,,Tier 3,http://www.stsoldierpharmacy.ac.in,info@stsoldierpharmacy.ac.in,admissions@stsoldierpharmacy.ac.in,placement@stsoldierpharmacy.ac.in,+91-80-869-8903,Electrical Engineering,Diploma,60,360,1996,Urban,No,Yes
1-44639683510,1-44639683510,U-0150,ST. SOLDIER INSTITUTE OF PHARMACY & POLYTECHNIC,Active,Punjab,Jalandhar,Jalandhar,VPO LIDHRAN BEHIND NIT/JALANDHAR-AMRITSAR BYE PASS,140183,31.32674,75.559937,Private-Self Financing,Punjab State Board of Technical Education,Approved,Approved,Not Accredited,No,,Tier 3,http://www.stsoldierpharmacy.ac.in,info@stsoldierpharmacy.ac.in,admissions@stsoldierpharmacy.ac.in,placement@stsoldierpharmacy.ac.in,+91-80-869-8903,Mechanical Engineering,Diploma,90,360,1996,Urban,No,Yes
1-44639683510,1-44639683510,U-0150,ST. SOLDIER INSTITUTE OF PHARMACY & POLYTECHNIC,Active,Punjab,Jalandhar,Jalandhar,VPO LIDHRAN BEHIND NIT/JALANDHAR-AMRITSAR BYE PASS,140183,31.32674,75.559937,Private-Self Financing,Punjab State Board of Technical Education,Approved,Approved,Not Accredited,No,,Tier 3,http://www.stsoldierpharmacy.ac.in,info@stsoldierpharmacy.ac.in,admissions@stsoldierpharmacy.ac.in,placement@stsoldierpharmacy.ac.in,+91-80-869-8903,Other Engineering Branches,Diploma,60,360,1996,Urban,No,Yes
1-44640816770,1-44640816770,U-0150,GOVERNMENT POLYTECHNIC COLLEGE JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,LADOWALI ROAD,140183,31.31246,75.594003,Government,Punjab State Board of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.jalandhar.ac.in,info@jalandhar.ac.in,admissions@jalandhar.ac.in,placement@jalandhar.ac.in,+91-80-270-9745,Computer Science Engineering (CSE),Diploma,60,300,1996,Rural,Yes,No
1-44640816770,1-44640816770,U-0150,GOVERNMENT POLYTECHNIC COLLEGE JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,LADOWALI ROAD,140183,31.31246,75.594003,Government,Punjab State Board of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.jalandhar.ac.in,info@jalandhar.ac.in,admissions@jalandhar.ac.in,placement@jalandhar.ac.in,+91-80-270-9745,Electronics & Communication Engineering (ECE),Diploma,60,300,1996,Rural,Yes,No
1-44640816770,1-44640816770,U-0150,GOVERNMENT POLYTECHNIC COLLEGE JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,LADOWALI ROAD,140183,31.31246,75.594003,Government,Punjab State Board of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.jalandhar.ac.in,info@jalandhar.ac.in,admissions@jalandhar.ac.in,placement@jalandhar.ac.in,+91-80-270-9745,Information Technology (IT),Diploma,90,300,1996,Rural,Yes,No
1-44640816770,1-44640816770,U-0150,GOVERNMENT POLYTECHNIC COLLEGE JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,LADOWALI ROAD,140183,31.31246,75.594003,Government,Punjab State Board of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.jalandhar.ac.in,info@jalandhar.ac.in,admissions@jalandhar.ac.in,placement@jalandhar.ac.in,+91-80-270-9745,Other Engineering Branches,Diploma,30,300,1996,Rural,Yes,No
1-44640816770,1-44640816770,U-0150,GOVERNMENT POLYTECHNIC COLLEGE JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,LADOWALI ROAD,140183,31.31246,75.594003,Government,Punjab State Board of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.jalandhar.ac.in,info@jalandhar.ac.in,admissions@jalandhar.ac.in,placement@jalandhar.ac.in,+91-80-270-9745,Civil Engineering,Diploma,30,300,1996,Rural,Yes,No
1-44640816770,1-44640816770,U-0150,GOVERNMENT POLYTECHNIC COLLEGE JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,LADOWALI ROAD,140183,31.31246,75.594003,Government,Punjab State Board of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.jalandhar.ac.in,info@jalandhar.ac.in,admissions@jalandhar.ac.in,placement@jalandhar.ac.in,+91-80-270-9745,Electrical Engineering,Diploma,30,300,1996,Rural,Yes,No
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Electronics & Communication Engineering (ECE),B.Tech,30,300,2022,Rural,Yes,Yes
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Civil Engineering,B.Tech,30,300,2022,Rural,Yes,Yes
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Computer Science Engineering (CSE),B.Tech,90,300,2022,Rural,Yes,Yes
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Mechanical Engineering,B.Tech,30,300,2022,Rural,Yes,Yes
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Computer Science Engineering (CSE),Diploma,30,300,2022,Rural,Yes,Yes
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Mechanical Engineering,Diploma,30,300,2022,Rural,Yes,Yes
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Data Science,B.Tech,30,300,2022,Rural,Yes,Yes
1-44641418194,1-44641418194,U-0724,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,Active,Punjab,Jalandhar,Jalandhar,CANTT ROAD JALANDHAR,140183,31.321536,75.586179,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B+,No,,Tier 3,http://www.lyallpurkhalsatechnical.ac.in,info@lyallpurkhalsatechnical.ac.in,admissions@lyallpurkhalsatechnical.ac.in,placement@lyallpurkhalsatechnical.ac.in,+91-80-651-6159,Artificial Intelligence & Machine Learning (AI & ML),B.Tech,30,300,2022,Rural,Yes,Yes
1-44640943981,1-44640943981,U-0150,MEHR CHAND POLYTECHNIC COLLEGE,Active,Punjab,Jalandhar,Jalandhar,DAYANAND NAGAR G.T. ROAD,140183,31.334183,75.582584,Govt aided,Punjab State Board of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.mehrchand.ac.in,info@mehrchand.ac.in,admissions@mehrchand.ac.in,placement@mehrchand.ac.in,+91-80-182-0968,Civil Engineering,Diploma,30,330,1984,Rural,Yes,Yes
1-44640943981,1-44640943981,U-0150,MEHR CHAND POLYTECHNIC COLLEGE,Active,Punjab,Jalandhar,Jalandhar,DAYANAND NAGAR G.T. ROAD,140183,31.334183,75.582584,Govt aided,Punjab State Board of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.mehrchand.ac.in,info@mehrchand.ac.in,admissions@mehrchand.ac.in,placement@mehrchand.ac.in,+91-80-182-0968,Mechanical Engineering,Diploma,30,330,1984,Rural,Yes,Yes
1-44640943981,1-44640943981,U-0150,MEHR CHAND POLYTECHNIC COLLEGE,Active,Punjab,Jalandhar,Jalandhar,DAYANAND NAGAR G.T. ROAD,140183,31.334183,75.582584,Govt aided,Punjab State Board of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.mehrchand.ac.in,info@mehrchand.ac.in,admissions@mehrchand.ac.in,placement@mehrchand.ac.in,+91-80-182-0968,Electronics & Communication Engineering (ECE),Diploma,30,330,1984,Rural,Yes,Yes
1-44640943981,1-44640943981,U-0150,MEHR CHAND POLYTECHNIC COLLEGE,Active,Punjab,Jalandhar,Jalandhar,DAYANAND NAGAR G.T. ROAD,140183,31.334183,75.582584,Govt aided,Punjab State Board of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.mehrchand.ac.in,info@mehrchand.ac.in,admissions@mehrchand.ac.in,placement@mehrchand.ac.in,+91-80-182-0968,Computer Science Engineering (CSE),Diploma,120,330,1984,Rural,Yes,Yes
1-44640943981,1-44640943981,U-0150,MEHR CHAND POLYTECHNIC COLLEGE,Active,Punjab,Jalandhar,Jalandhar,DAYANAND NAGAR G.T. ROAD,140183,31.334183,75.582584,Govt aided,Punjab State Board of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.mehrchand.ac.in,info@mehrchand.ac.in,admissions@mehrchand.ac.in,placement@mehrchand.ac.in,+91-80-182-0968,Electrical Engineering,Diploma,60,330,1984,Rural,Yes,Yes
1-44640943981,1-44640943981,U-0150,MEHR CHAND POLYTECHNIC COLLEGE,Active,Punjab,Jalandhar,Jalandhar,DAYANAND NAGAR G.T. ROAD,140183,31.334183,75.582584,Govt aided,Punjab State Board of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.mehrchand.ac.in,info@mehrchand.ac.in,admissions@mehrchand.ac.in,placement@mehrchand.ac.in,+91-80-182-0968,Automobile Engineering,Diploma,60,330,1984,Rural,Yes,Yes
1-44641154913,1-44641154913,U-0724,CT INSTITUTE OF TECHNOLOGY & RESEARCH,Active,Punjab,Jalandhar,Jalandhar,"GREATER KAILASH, G.T ROAD , MAQSUDAN, JALANDHAR 144008 PUNJAB INDIA",144008,31.319418,75.595712,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,Yes,,Tier 2,http://www.ctresearch.ac.in,info@ctresearch.ac.in,admissions@ctresearch.ac.in,placement@ctresearch.ac.in,+91-80-562-7900,Computer Science Engineering (CSE),B.Tech,240,417,2020,Rural,Yes,Yes
1-44641154913,1-44641154913,U-0724,CT INSTITUTE OF TECHNOLOGY & RESEARCH,Active,Punjab,Jalandhar,Jalandhar,"GREATER KAILASH, G.T ROAD , MAQSUDAN, JALANDHAR 144008 PUNJAB INDIA",144008,31.319418,75.595712,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,Yes,,Tier 2,http://www.ctresearch.ac.in,info@ctresearch.ac.in,admissions@ctresearch.ac.in,placement@ctresearch.ac.in,+91-80-562-7900,Computer Science Engineering (CSE),M.Tech,9,417,2020,Rural,Yes,Yes
1-44641154913,1-44641154913,U-0724,CT INSTITUTE OF TECHNOLOGY & RESEARCH,Active,Punjab,Jalandhar,Jalandhar,"GREATER KAILASH, G.T ROAD , MAQSUDAN, JALANDHAR 144008 PUNJAB INDIA",144008,31.319418,75.595712,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,Yes,,Tier 2,http://www.ctresearch.ac.in,info@ctresearch.ac.in,admissions@ctresearch.ac.in,placement@ctresearch.ac.in,+91-80-562-7900,Electronics & Communication Engineering (ECE),M.Tech,18,417,2020,Rural,Yes,Yes
1-44641154913,1-44641154913,U-0724,CT INSTITUTE OF TECHNOLOGY & RESEARCH,Active,Punjab,Jalandhar,Jalandhar,"GREATER KAILASH, G.T ROAD , MAQSUDAN, JALANDHAR 144008 PUNJAB INDIA",144008,31.319418,75.595712,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,Yes,,Tier 2,http://www.ctresearch.ac.in,info@ctresearch.ac.in,admissions@ctresearch.ac.in,placement@ctresearch.ac.in,+91-80-562-7900,Data Science,B.Tech,60,417,2020,Rural,Yes,Yes
1-44641154913,1-44641154913,U-0724,CT INSTITUTE OF TECHNOLOGY & RESEARCH,Active,Punjab,Jalandhar,Jalandhar,"GREATER KAILASH, G.T ROAD , MAQSUDAN, JALANDHAR 144008 PUNJAB INDIA",144008,31.319418,75.595712,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,Yes,,Tier 2,http://www.ctresearch.ac.in,info@ctresearch.ac.in,admissions@ctresearch.ac.in,placement@ctresearch.ac.in,+91-80-562-7900,Cyber Security,B.Tech,60,417,2020,Rural,Yes,Yes
1-44641154913,1-44641154913,U-0724,CT INSTITUTE OF TECHNOLOGY & RESEARCH,Active,Punjab,Jalandhar,Jalandhar,"GREATER KAILASH, G.T ROAD , MAQSUDAN, JALANDHAR 144008 PUNJAB INDIA",144008,31.319418,75.595712,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,Yes,,Tier 2,http://www.ctresearch.ac.in,info@ctresearch.ac.in,admissions@ctresearch.ac.in,placement@ctresearch.ac.in,+91-80-562-7900,Electronics & Communication Engineering (ECE),B.Tech,30,417,2020,Rural,Yes,Yes
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Electronics & Communication Engineering (ECE),B.Tech,60,636,2022,Urban,Yes,Yes
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Electrical Engineering,B.Tech,60,636,2022,Urban,Yes,Yes
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Computer Science Engineering (CSE),B.Tech,180,636,2022,Urban,Yes,Yes
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Mechanical Engineering,B.Tech,60,636,2022,Urban,Yes,Yes
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Civil Engineering,B.Tech,60,636,2022,Urban,Yes,Yes
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Civil Engineering,M.Tech,18,636,2022,Urban,Yes,Yes
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Artificial Intelligence & Machine Learning (AI & ML),M.Tech,18,636,2022,Urban,Yes,Yes
